pmid|pubyear|lang|title|match_found|best_full_match|best_window_match
﻿26613691|2016|eng;|Integrating Children's Mental Health into Primary Care.|N||
23768913|2013|eng;|Differences in global and local level information processing in autism: an fMRI investigation.|Y|autism|autism
23768814|2013|eng;|Commonalities in social and non-social cognitive impairments in adults with autism spectrum disorder and schizophrenia.|Y|cognitive disorder|schizophrenia
23768683|2014|eng;|Comparison of brain structural variables, neuropsychological factors, and treatment outcome in early-onset versus late-onset late-life depression.|Y|depression|depression
23768675|2013|eng;|Depression in homebound older adults: problem-solving therapy and personal and social resourcefulness.|Y|depression|depression
23768673|2013|eng;|Reactivity to exclusion prospectively predicts social anxiety symptoms in young adults.|Y|social exclusion|social exclusion
23768669|2013|eng;|Anxiety sensitivity and interoceptive exposure: a transdiagnostic construct and change strategy.|N||
23768664|2013|eng;|A clinical trial of in-home CBT for depressed mothers in home visitation.|N||
23768529|2013|eng;|What goes up must come down: the burden of bipolar depression in youth.|Y|depression|depression
23768258|2013|eng;|Current trends in the empirical study of cognitive remediation for schizophrenia.|Y|schizophrenia|schizophrenia
23768223|2013|eng;|The paradox of risk: historically black college/university students and sexual health.|N||
23767868|2014|eng;|The influence of PTSD, sleep fears, and neighborhood stress on insomnia and short sleep duration in urban, young adult, African Americans.|Y|insomnia|insomnia
23767763|2013|eng;|Event-level association between alcohol use and unprotected sex during last sex: evidence from population-based surveys in sub-Saharan Africa.|Y|alcohol use|alcohol use
23767674|2013|eng;|The impact of relationships, friendships, and work on the association between sexual orientation and disordered eating in men.|N||
23766378|2013|eng;|Association between promoter methylation of serotonin transporter gene and depressive symptoms: a monozygotic twin study.|N||
23765182|2014|eng;|Pathways to assignment of payees.|N||
23763708|2013|eng;|Sex differences in objective measures of sleep in post-traumatic stress disorder and healthy control subjects.|Y|post-traumatic stress disorder|post-traumatic stress disorder
23763412|2013|eng;|A sexual risk and stress reduction intervention designed for HIV-positive bisexual African American men with childhood sexual abuse histories.|N||
23763329|2013|eng;|Gender differences in lifetime alcohol dependence: results from the national epidemiologic survey on alcohol and related conditions.|Y|alcohol dependence|alcohol dependence
23762442|2013|eng;|Disability mediates the impact of common conditions on perceived health.|N||
23762357|2013|eng;|The role of intelligence in posttraumatic stress disorder: does it vary by trauma severity?|Y|posttraumatic stress disorder|posttraumatic stress disorder
23761021|2014|eng;|Understanding heterogeneity in PTSD: fear, dysphoria, and distress.|N||
23760905|2013|eng;|Using multidimensional grief theory to explore the effects of deployment, reintegration, and death on military youth and families.|N||
23760817|2013|eng;|The MCIC collection: a shared repository of multi-modal, multi-site brain image data from a clinical investigation of schizophrenia.|Y|schizophrenia|schizophrenia
23759435|2014|eng;|Old worries and new anxieties: behavioral symptoms and mild cognitive impairment in a population study.|Y|cognitive impairment|cognitive impairment
23759419|2013|eng;|Heritability and genome-wide SNP linkage analysis of temperament in bipolar disorder.|Y|bipolar i disorder|bipolar i disorder
23759291|2014|eng;|Personality and cognitive decline in the Baltimore Epidemiologic Catchment Area follow-up study.|N||
23759290|2014|eng;|Improving the cost-effectiveness of a healthcare system for depressive disorders by implementing telemedicine: a health economic modeling study.|N||
23759280|2013|eng;|Inhibitory deficits in euthymic bipolar disorder patients assessed in the human behavioral pattern monitor.|Y|behavioral disorder|bipolar i disorder
23758966|2013|eng;|An exploratory study of associations of physical activity with mental health and work engagement.|N||
23756816|2014|eng;|Stressful events and psychological difficulties: testing alternative candidates for sensitivity.|N||
23756717|2014|eng;|Prospective relationship between obsessive-compulsive and depressive symptoms during multimodal treatment in pediatric obsessive-compulsive disorder.|N||
23756147|2013|eng;|Is blunted cardiovascular reactivity in depression mood-state dependent? A comparison of major depressive disorder remitted depression and healthy controls.|Y|major depressive disorder|major depressive disorder
23756102|2014|eng;|The impact of neurobehavioral features on medication adherence in HIV: evidence from longitudinal models.|N||
23755732|2013|eng;|Symptom communication during critical illness: the impact of age, delirium, and delirium presentation.|Y|delirium|delirium
23754836|2014|eng;|Did I do that? Abnormal predictive processes in schizophrenia when button pressing to deliver a tone.|Y|schizophrenia|schizophrenia
23754682|2014|eng;|Neighborhood disadvantage in context: the influence of urbanicity on the association between neighborhood disadvantage and adolescent emotional disorders.|N||
23754665|2013|eng;|Emotion dysregulation and symptoms of anorexia nervosa: the unique roles of lack of emotional awareness and impulse control difficulties when upset.|Y|anorexia nervosa|anorexia nervosa
23754332|2013|eng;|Performance of evidence-based youth psychotherapies compared with usual clinical care: a multilevel meta-analysis.|N||
23753094|2013|eng;|Online problem-solving therapy for executive dysfunction after child traumatic brain injury.|Y|traumatic brain injury|traumatic brain injury
23752248|2014|eng;|Paternal age, de novo mutations and schizophrenia.|Y|schizophrenia|schizophrenia
23751878|2013|eng;|Epigenetic basis for the development of depression in children.|Y|depression|depression
23751368|2015|eng;|A case of globular glial tauopathy presenting clinically as alzheimer disease.|Y|alzheimer's disease|alzheimer's disease
23751261|2013|eng;|Evaluation of brief screening tools for neurocognitive impairment in HIV/AIDS: a systematic review of the literature.|N||
23751092|2013|eng;|History of sexual abuse and development of sexual risk behavior in low-income, urban African American girls seeking mental health treatment.|Y|sexual abuse|sexual abuse
23750860|2013|eng;|Effectiveness of modular CBT for child anxiety in elementary schools.|N||
23750770|2013|eng;|The role of gender in the association between child maltreatment and substance use behavior: a systematic review of longitudinal research from 1995 to 2011.|Y|substance use|substance use
23750760|2013|eng;|A demonstration project involving peers as providers of evidence-based, supported employment services.|N||
23750597|2014|eng;|Does IQ moderate the relation between psychopathy and juvenile offending?|N||
23750528|2013|eng;|Preschoolers' emotion knowledge and the differential effects of harsh punishment.|N||
23750517|2013|eng;|Duration and mutual entrainment of changes in parenting practices engendered by behavioral parent training targeting recently separated mothers.|N||
23750468|2013|eng;|The therapeutic relationship in cognitive-behavioral therapy and pharmacotherapy for anxious youth.|N||
23750467|2013|eng;|Posttraumatic stress and posttraumatic growth among low-income mothers who survived Hurricane Katrina.|Y|low income|low income
23750466|2013|eng;|Fifteen-year follow-up of a randomized trial of a preventive intervention for divorced families: effects on mental health and substance use outcomes in young adulthood.|Y|substance use|substance use
23750465|2013|eng;|Who gets the most out of cognitive behavioral therapy for anxiety disorders? The role of treatment dose and patient engagement.|N||
23749095|2013|eng;|Does breastfeeding offer protection against maternal depressive symptomatology?: A prospective study from pregnancy to 2 years after birth.|N||
23748553|2014|eng;|"""It's good for me"": physical activity in older adults with schizophrenia."|Y|schizophrenia|schizophrenia
23748500|2014|eng;|Neural substrates of classically conditioned fear-generalization in humans: a parametric fMRI study.|N||
23748383|2013|eng;|Methamphetamine-induced increases in putamen gray matter associate with inhibitory control.|N||
23747581|2013|eng;|Comparing experiential acceptance and cognitive reappraisal as predictors of functional outcome in individuals with serious mental illness.|N||
23747235|2013|eng;|Predictors of suicide threats in patients with borderline personality disorder over 16 years of prospective follow-up.|Y|borderline personality disorder|borderline personality disorder
23746615|2013|eng;|The influence of combined cognitive plus social-cognitive training on amygdala response during face emotion recognition in schizophrenia.|Y|schizophrenia|schizophrenia
23746486|2013|eng;|Demographic, socio-environmental, and substance-related predictors of duration of untreated psychosis (DUP).|Y|psychosis|psychosis
23746203|2013|eng;|Commentary: To intervene or not? Appreciating or treating individual differences in childhood temperament--remarks on Rapee (2013).|N||
23746066|2014|eng;|Parent-child conflict as an etiological moderator of childhood conduct problems: an example of a 'bioecological' gene-environment interaction.|N||
23745738|2013|eng;|Preclinical models of antipsychotic drug action.|N||
23744948|2013|eng;|Repeated cortico-striatal stimulation generates persistent OCD-like behavior.|N||
23744931|2013|eng;|Neuroscience. Illuminating the neural circuitry of compulsive behaviors.|N||
23742666|2014|eng;|Randomized controlled trial of expressive writing for psychological and physical health: the moderating role of emotional expressivity.|N||
23742203|2014|eng;|Association of the family environment with behavioural and cognitive outcomes in children with chromosome 22q11.2 deletion syndrome.|N||
23740899|2013|eng;|Amygdala-dependent fear is regulated by Oprl1 in mice and humans with PTSD.|N||
23740171|2014|eng;|Cognitive vulnerability to depressive symptoms in children: the protective role of self-efficacy beliefs in a multi-wave longitudinal study.|N||
23740048|2013|eng;|Evidence for multiple genetic factors underlying DSM-IV criteria for major depression.|Y|major depression|major depression
23739917|2013|eng;|Impaired thalamocortical connectivity in autism spectrum disorder: a study of functional and anatomical connectivity.|Y|autism|autism
23739542|2014|eng;|Association between severity of behavioral phenotype and comorbid attention deficit hyperactivity disorder symptoms in children with autism spectrum disorders.|Y|attention deficit hyperactivity disorder|attention-deficit/hyperactivity disorder
23737736|2013|eng;|Grand challenges: integrating mental health services into priority health care platforms.|N||
23737301|2013|eng;|A prospective study of the effects of breastfeeding and FADS2 polymorphisms on cognition and hyperactivity/attention problems.|N||
23737297|2013|eng;|A prospective study on the association between caregiver psychological symptomatology and symptom clusters of pediatric posttraumatic stress disorder.|Y|posttraumatic stress disorder|posttraumatic stress disorder
23735212|2013|eng;|Comorbidity between hypomania and substance use disorders.|Y|substance use|substance use
23735037|2013|eng;|The interpersonal core of personality pathology.|N||
23734230|2013|eng;|Brain responses to words in 2-year-olds with autism predict developmental outcomes at age 6.|Y|autism|autism
23734059|2014|eng;|Methylation patterns in whole blood correlate with symptoms in schizophrenia patients.|Y|schizophrenia|schizophrenia
23733081|2013|eng;|Poor sleep maintenance and subjective sleep quality are associated with postpartum maternal depression symptom severity.|Y|depression|depression
23732965|2013|eng;|Psychiatric clearance for patients started on interferon-alpha-based therapies.|N||
23732841|2013|eng;|Neural mechanisms of frustration in chronically irritable children.|N||
23732817|2013|eng;|Altered insula response to sweet taste processing after recovery from anorexia and bulimia nervosa.|Y|bulimia nervosa|bulimia nervosa
23732705|2013|eng;|Racial differences in depression in the United States: how do subgroup analyses inform a paradox?|Y|depression|depression
23731439|2013|eng;|Alpha suppression following performance errors is correlated with depression, affect, and coping behaviors.|Y|depression|depression
23731329|2013|eng;|A contemporary view of applied relaxation for generalized anxiety disorder.|Y|anxiety disorder|anxiety disorder
23731232|2013|eng;|Health consequences of racist and antigay discrimination for multiple minority adolescents.|N||
23731205|2013|eng;|Chronic sleep disturbances and borderline personality disorder symptoms.|Y|borderline personality disorder|borderline personality disorder
23731181|2014|eng;|Executive functioning in individuals with a history of ASDs who have achieved optimal outcomes.|N||
23731090|2013|eng;|Maternal warmth and directiveness jointly moderate the etiology of childhood conduct problems.|N||
23730703|2013|eng;|Risk patterns preceding diagnosis among newly HIV-diagnosed men who have sex with men in New York City.|N||
23729243|2013|eng;|Binge/purge thoughts in nonsuicidal self-injurious adolescents: an ecological momentary analysis.|N||
23728602|2013|eng;|Behavioral health and social correlates of reincarceration among Hispanic, Native American, and white rural women.|N||
23728528|2013|eng;|Picturing recovery: a photovoice exploration of recovery dimensions among people with serious mental illness.|N||
23728248|2014|eng;|The social cognition psychometric evaluation study: results of the expert survey and RAND panel.|N||
23726975|2013|eng;|Drug use disorders and post-traumatic stress disorder over 25 adult years: role of psychopathology in relational networks.|Y|post-traumatic stress disorder|post-traumatic stress disorder
23726781|2013|eng;|Impulsive responses to emotion as a transdiagnostic vulnerability to internalizing and externalizing symptoms.|N||
23726720|2013|eng;|Computerized facial analysis for understanding constricted/blunted affect: initial feasibility, reliability, and validity data.|N||
23726669|2013|eng;|Sex differences in resilience to childhood maltreatment: effects of trauma history on hippocampal volume, general cognition and subclinical psychosis in healthy adults.|Y|maltreatment|maltreatment
23726660|2013|eng;|Cognitive vulnerability for depression in HIV.|Y|depression|depression
23725657|2013|eng;|Are there sensitive time periods for dementia caregivers? The occurrence of behavioral and psychological symptoms in the early stages of dementia.|Y|dementia|dementia
23724908|2014|eng;|An empirical test of the information-motivation-behavioral skills model of ART adherence in a sample of HIV-positive persons primarily in out-of-HIV-care settings.|N||
23723362|2013|eng;|Monoamine oxidase A genotype, childhood trauma, and subclinical atherosclerosis: a twin study.|N||
23723044|2013|eng;|Retention and attrition among African Americans in the STAR*D study: what causes research volunteers to stay or stray?|N||
23721924|2013|eng;|Differences between unipolar depression and bipolar II depression in women.|Y|depression|depression
23721667|2014|eng;|Attention deficit hyperactivity disorder (ADHD) and executive functioning in affected and unaffected adolescents and their parents: challenging the endophenotype construct.|Y|attention-deficit/hyperactivity disorder|attention-deficit/hyperactivity disorder
23721365|2013|eng;|Callous-unemotional traits and conduct disorder symptoms as prospective risk factors for adolescent sexual activity.|Y|conduct disorder|conduct disorder
23720386|2014|eng;|Religiosity and longitudinal change in psychosocial functioning in adult offspring of depressed parents at high risk for major depression.|Y|major depression|major depression
23719805|2013|eng;|Neuroligin1 drives synaptic and behavioral maturation through intracellular interactions.|N||
23718635|2014|eng;|Anabolic-androgenic steroids and condom use: potential mechanisms in adolescent males.|N||
23718191|2013|eng;|Physicians' attitudes toward unhealthy alcohol use and self-efficacy for screening and counseling as predictors of their counseling and primary care patients' drinking outcomes.|Y|alcohol use|alcohol use
23716144|2013|eng;|Consultants' perceptions of school counselors' ability to implement an empirically-based intervention for adolescent social anxiety disorder.|Y|social anxiety disorder|social anxiety disorder
23715971|2014|eng;|Severity of club drug dependence and perceived need for treatment among a sample of adult club drug users in Shanghai, China.|Y|dependence|dependence
23714724|2014|eng;|Understanding the relative contributions of direct environmental effects and passive genotype-environment correlations in the association between familial risk factors and child disruptive behavior disorders.|N||
23713507|2013|eng;|Language ability predicts the development of behavior problems in children.|N||
23713504|2013|eng;|Reduced depth inversion illusions in schizophrenia are state-specific and occur for multiple object types and viewing conditions.|Y|schizophrenia|schizophrenia
23713502|2013|eng;|Symptoms of borderline personality disorder predict interpersonal (but not independent) stressful life events in a community sample of older adults.|Y|borderline personality disorder|borderline personality disorder
23713501|2013|eng;|The emergence of sex differences in risk for disordered eating attitudes during puberty: a role for prenatal testosterone exposure.|N||
23713500|2013|eng;|Does supportive parenting mitigate the longitudinal effects of peer victimization on depressive thoughts and symptoms in children?|N||
23713498|2013|eng;|Is liability to recurrent major depressive disorder present before first episode onset in adolescence or acquired after the initial episode?|Y|major depressive disorder|major depressive disorder
23713497|2013|eng;|Rumination as a mechanism linking stressful life events to symptoms of depression and anxiety: longitudinal evidence in early adolescents and adults.|Y|depression|depression
23713496|2013|eng;|The utility of combining RSA indices in depression prediction.|Y|depression|depression
23712928|2013|eng;|Low socioeconomic status and mental health outcomes in colorectal cancer survivors: disadvantage? advantage?... or both?|N||
23712665|2013|eng;|The interplay of attention and emotion: top-down attention modulates amygdala activation in psychopathy.|N||
23712210|2013|eng;|Emotion regulation skills training enhances the efficacy of inpatient cognitive behavioral therapy for major depressive disorder: a randomized controlled trial.|Y|major depressive disorder|major depressive disorder
23711981|2013|eng;|Disruption of the non-canonical Wnt gene PRICKLE2 leads to autism-like behaviors with evidence for hippocampal synaptic dysfunction.|Y|autism|autism
23709644|2014|eng;|Altered microstructure within social-cognitive brain networks during childhood in Williams syndrome.|N||
23709387|2013|eng;|Translating basic emotion research into novel psychosocial interventions for anhedonia.|N||
23709351|2014|eng;|Disrupted posterior cingulate-amygdala connectivity in postpartum depressed women as measured with resting BOLD fMRI.|N||
23709270|2013|eng;|Disaster impact across cultural groups: comparison of Whites, African Americans, and Latinos.|N||
23708200|2014|eng;|Cognitive impairment in public housing residents living in Western New York.|Y|cognitive impairment|cognitive impairment
23707435|2013|eng;|The Emergency Department Safety Assessment and Follow-up Evaluation (ED-SAFE): method and design considerations.|N||
23707034|2013|eng;|Food insecurity and its association with co-occurring postnatal depression, hazardous drinking, and suicidality among women in peri-urban South Africa.|Y|depression|depression
23706890|2013|eng;|Feasibility, acceptability, and effects of gentle Hatha yoga for women with major depression: findings from a randomized controlled mixed-methods study.|Y|major depression|major depression
23706879|2013|eng;|Family functioning deficits in bipolar disorder and ADHD in youth.|Y|bipolar i disorder|bipolar i disorder
23706877|2013|eng;|Circadian phase shifts and mood across the perinatal period in women with a history of major depressive disorder: a preliminary communication.|Y|major depressive disorder|major depressive disorder
23703930|2013|eng;|Construct measurement quality improves predictive accuracy in violence risk assessment: an illustration using the personality assessment inventory.|N||
23702612|2014|eng;|Perceived symptom targets of antidepressants, anxiolytics, and sedatives: the search for modifiable factors that improve adherence.|N||
23702592|2013|eng;|Neuroticism and common mental disorders: meaning and utility of a complex relationship.|N||
23702490|2013|eng;|Comorbidity of posttraumatic stress disorder with alcohol dependence among US adults: results from National Epidemiological Survey on Alcohol and Related Conditions.|Y|posttraumatic stress disorder|posttraumatic stress disorder
23702449|2013|eng;|Identifying prolonged grief reactions in children: dimensional and diagnostic approaches.|N||
23702210|2013|eng;|Culture, threat, and mental illness stigma: identifying culture-specific threat among Chinese-American groups.|N||
23701891|2014|eng;|A randomized controlled comparison of integrative cognitive-affective therapy (ICAT) and enhanced cognitive-behavioral therapy (CBT-E) for bulimia nervosa.|Y|bulimia nervosa|bulimia nervosa
23701279|2013|eng;|Atypical mismatch negativity to distressful voices associated with conduct disorder symptoms.|Y|conduct disorder|conduct disorder
23701275|2014|eng;|Visuospatial imagery and working memory in schizophrenia.|Y|schizophrenia|schizophrenia
23701242|2014|eng;|Spatial affect learning restricted in major depression relative to anxiety disorders and healthy controls.|Y|major depression|major depression
23700389|2013|eng;|Grand challenges: Improving HIV treatment outcomes by integrating interventions for co-morbid mental illness.|N||
23700255|2013|eng;|The neuropsychiatry of inborn errors of metabolism.|N||
23699867|2013|eng;|Gestational influenza and bipolar disorder in adult offspring.|Y|bipolar i disorder|bipolar i disorder
23696470|2013|eng;|Attachment, social cognition, and posttraumatic stress symptoms in a traumatized, urban population: evidence for the mediating role of object relations.|N||
23696412|2013|eng;|Trauma and posttraumatic stress disorder among transition-age youth with serious mental health conditions.|Y|posttraumatic stress disorder|posttraumatic stress disorder
23696367|2013|eng;|Feasibility and desirability of web-based mental health screening and individualized education for female OEF/OIF reserve and national guard war veterans.|N||
23696132|2013|eng;|Social attention in a virtual public speaking task in higher functioning children with autism.|Y|autism|autism
23695793|2013|ger;|[Overview: transcultural psychiatry].|N||
23692991|2013|eng;|HIV transmission from drug injectors to partners who do not inject, and beyond: modelling the potential for a generalized heterosexual epidemic in St. Petersburg, Russia.|N||
23690285|2013|eng;|Measuring the recovery orientation of assertive community treatment.|N||
23689196|2013|eng;|Working with Asian American youth at clinical high risk for psychosis: a case illustration.|Y|psychosis|psychosis
23689064|2014|eng;|Prospective inter-relationships between late adolescent personality and major depressive disorder in early adulthood.|Y|major depressive disorder|major depressive disorder
23688801|2013|eng;|Symptoms and treatment of mental illness among prisoners: a study of Michigan state prisons.|N||
23688146|2013|eng;|Anxiety and related outcomes in young adults 7 to 19 years after receiving treatment for child anxiety.|N||
23688140|2015|eng;|Parent attendance and homework adherence predict response to a family-school intervention for children with ADHD.|N||
23686020|2014|eng;|A meta-analysis of mentalizing impairments in adults with schizophrenia and autism spectrum disorder.|Y|schizophrenia|schizophrenia
23685327|2013|eng;|Prospective effects of adolescent indicators of behavioral disinhibition on DSM-IV alcohol, tobacco, and illicit drug dependence in young adulthood.|Y|alcohol dependence|tobacco dependence
23684877|2013|eng;|Function in the human connectome: task-fMRI and individual differences in behavior.|N||
23684632|2013|eng;|Positive affect and processes of recovery among treatment-seeking methamphetamine users.|N||
23683269|2013|eng;|DRD2/ANKK1 Taq1A polymorphism (rs1800497) has opposing effects on D2/3 receptor binding in healthy controls and patients with major depressive disorder.|Y|major depressive disorder|major depressive disorder
23682618|2014|eng;|Trajectories of change across outcomes in intensive treatment for adolescent panic disorder and agoraphobia.|Y|panic disorder|panic disorder
23682597|2013|eng;|Nonsuicidal self-injury disorder: an empirical investigation in adolescent psychiatric patients.|N||
23681719|2013|eng;|Current controversies on the role of behavior therapy in Tourette syndrome.|Y|tourette syndrome|tourette syndrome
23681677|2014|eng;|Parent training for children born premature: a pilot study examining the moderating role of emotion regulation.|N||
23681162|2013|eng;|Cocaine self-administration behavior in inbred mouse lines segregating different capacities for inhibitory control.|N||
23680873|2013|eng;|Alterations in brain structures related to taste reward circuitry in ill and recovered anorexia nervosa and in bulimia nervosa.|Y|bulimia nervosa|bulimia nervosa
23678923|2013|eng;|Pathways to early violent death: the voices of serious violent youth offenders.|N||
23677925|2014|eng;|Understanding recovery in children following traffic-related injuries: exploring acute traumatic stress reactions, child coping, and coping assistance.|N||
23677386|2013|eng;|Clinically significant improved fitness and weight loss among overweight persons with serious mental illness.|N||
23676273|2013|eng;|Prefrontal microcircuit underlies contextual learning after hippocampal loss.|N||
23673792|2013|eng;|Contribution of substance use disorders on HIV treatment outcomes and antiretroviral medication adherence among HIV-infected persons entering jail.|Y|substance use|substance use
23672796|2013|eng;|The effects of brain serotonin deficiency on behavioural disinhibition and anxiety-like behaviour following mild early life stress.|N||
23671016|2014|eng;|Insight in Alzheimer's disease and its relation to psychiatric and behavioral disturbances.|Y|alzheimer's disease|alzheimer's disease
23670711|2014|eng;|Being unaware of being HIV-infected is associated with alcohol use disorders and high-risk sexual behaviors among men who have sex with men in Peru.|Y|alcohol use|alcohol use
23669153|2013|eng;|Shared decision-making to improve attention-deficit hyperactivity disorder care.|Y|attention-deficit/hyperactivity disorder|attention-deficit/hyperactivity disorder
23668973|2013|eng;|Assessment of everyday functioning in schizophrenia: implications for treatments aimed at negative symptoms.|Y|schizophrenia|schizophrenia
23668851|2014|eng;|Sleep disturbances predict later trauma-related distress: cross-panel investigation amidst violent turmoil.|N||
23668713|2014|eng;|Effortful control moderates bidirectional effects between children's externalizing behavior and their mothers' depressive symptoms.|N||
23668668|2013|eng;|Comparison of youth, caregiver, therapist, trained, and treatment expert raters of therapist adherence to a substance abuse treatment protocol.|Y|substance abuse|substance abuse
23668397|2013|eng;|Cogmed Working Memory Training for youth with ADHD: a closer examination of efficacy utilizing evidence-based criteria.|N||
23667056|2013|eng;|Smoking cessation counseling for Asian immigrants with serious mental illness: using RE-AIM to understand challenges and lessons learned in primary care-behavioral health integration.|N||
23666845|2014|eng;|Association of subjective and objective socioeconomic status with subjective mental health and mental disorders among Japanese men and women.|N||
23664712|2013|eng;|Auditory P3 in antidepressant pharmacotherapy treatment responders, non-responders and controls.|N||
23664664|2013|eng;|"Hypothetical decision making in schizophrenia: the role of expected value computation and ""irrational"" biases."|Y|schizophrenia|schizophrenia
23664590|2013|eng;|General intellectual ability does not explain the general deficit in schizophrenia.|Y|schizophrenia|schizophrenia
23663953|2013|eng;|Treatment of bipolar disorder.|Y|bipolar i disorder|bipolar i disorder
23663355|2014|eng;|Transdiagnostic and disorder-specific models of intergenerational transmission of internalizing pathology.|N||
23661766|2013|eng;|Changes in capacity to consent over time in patients involved in psychiatric research.|N||
23660706|2013|eng;|Effects of ketamine on context-processing performance in monkeys: a new animal model of cognitive deficits in schizophrenia.|Y|schizophrenia|schizophrenia
23659628|2014|eng;|Neuropsychological indicators of preclinical Alzheimer's disease among depressed older adults.|Y|alzheimer's disease|alzheimer's disease
23659437|2014|eng;|Prosocial peer affiliation suppresses genetic influences on non-aggressive antisocial behaviors during childhood.|N||
23659348|2014|eng;|Delusional versus nondelusional body dysmorphic disorder: recommendations for DSM-5.|Y|body dysmorphic disorder|body dysmorphic disorder
23658382|2013|eng;|Dissociable executive functions in behavioral variant frontotemporal and Alzheimer dementias.|N||
23658163|2013|eng;|A substantial and unexpected enhancement of motion perception in autism.|Y|autism|autism
23658147|2013|eng;|Augmentation of youth cognitive behavioral and pharmacological interventions with attention modification: a preliminary investigation.|N||
23658106|2013|eng;|Reducing the burden of eating disorders: a model for population-based prevention and treatment for university and college campuses.|N||
23658095|2013|eng;|Eating disorder prevention: current evidence-base and future directions.|Y|eating disorder|eating disorder
23658090|2013|eng;|Pediatric disinhibited eating: toward a research domain criteria framework.|N||
23656759|2013|eng;|The importance of quality of life in patients with alcohol abuse and dependence.|Y|alcohol dependence|alcohol dependence
23656284|2013|eng;|Confirmatory factor analysis reveals a latent cognitive structure common to bipolar disorder, schizophrenia, and normal controls.|Y|cognitive disorder|bipolar disorder
23653091|2014|eng;|HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.|N||
23653076|2013|eng;|Cued panic attacks in body dysmorphic disorder.|Y|body dysmorphic disorder|body dysmorphic disorder
23652286|2013|eng;|Abnormal stress responsivity in a rodent developmental disruption model of schizophrenia.|Y|schizophrenia|schizophrenia
23651171|2013|eng;|Measurement invariance of DSM-IV alcohol, marijuana and cocaine dependence between community-sampled and clinically overselected studies.|Y|cocaine dependence|cocaine dependence
23651079|2013|eng;|Reproductive outcomes and risk of subsequent illness in women diagnosed with postpartum psychosis.|Y|psychosis|psychosis
23650250|2013|eng;|Blood-based gene-expression predictors of PTSD risk and resilience among deployed marines: a pilot study.|N||
23650157|2013|eng;|The public's knowledge and beliefs about obsessive compulsive disorder.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
23649832|2013|eng;|Coping with violence: a comprehensive framework and implications for understanding resilience.|N||
23649697|2013|eng;|Dissecting the uncinate fasciculus: disorders, controversies and a hypothesis.|N||
23649503|2013|eng;|Role of maternal childhood trauma on parenting among depressed mothers of psychiatrically ill children.|N||
23648641|2013|eng;|Human immunodeficiency virus infection heightens concurrent risk of functional dependence in persons with long-term methamphetamine use.|Y|dependence|dependence
23648192|2013|eng;|What clinical differences distinguish depressed teens with and without comorbid externalizing problems?|N||
23648133|2013|eng;|Impact of early adolescent anxiety disorders on self-esteem development from adolescence to young adulthood.|N||
23647389|2013|eng;|Mental illness disclosure in Chinese immigrant communities.|N||
23647283|2013|eng;|Race/ethnicity, education, and treatment parameters as moderators and predictors of outcome in binge eating disorder.|Y|binge-eating disorder|binge-eating disorder
23647281|2013|eng;|A randomized clinical trial comparing an acceptance-based behavior therapy to applied relaxation for generalized anxiety disorder.|Y|anxiety disorder|anxiety disorder
23647144|2013|eng;|Perceived social support for diet and exercise among persons with serious mental illness enrolled in a healthy lifestyle intervention.|N||
23647124|2013|eng;|Daily patterns of anxiety in anorexia nervosa: associations with eating disorder behaviors in the natural environment.|Y|anxiety disorder|anorexia nervosa
23647123|2013|eng;|Multilevel models from biology to psychology: mission impossible?|N||
23647031|2013|eng;|Distinguishing primary and secondary variants of callous-unemotional traits among adolescents in a clinic-referred sample.|N||
23646917|2014|eng;|PTSD symptoms and family versus stranger violence in Iraq and Afghanistan veterans.|N||
23646837|2013|eng;|The effects of racial discrimination on the HIV-risk cognitions and behaviors of Black adolescents and young adults.|N||
23644911|2013|eng;|The effect of intranasal oxytocin treatment on conditioned fear extinction and recall in a healthy human sample.|N||
23644816|2013|eng;|Telephone based cognitive behavioral therapy targeting major depression among urban dwelling, low income people living with HIV/AIDS: results of a randomized controlled trial.|Y|major depression|major depression
23644724|2013|eng;|Displacement, county social cohesion, and depression after a large-scale traumatic event.|Y|depression|depression
23643188|2013|eng;|Everyday functional ability across different phases of bipolar disorder.|Y|bipolar i disorder|bipolar i disorder
23643102|2013|eng;|Perceived weight, not obesity, increases risk for major depression among adolescents.|Y|major depression|major depression
23643073|2013|eng;|Age at onset and clinical correlates in body dysmorphic disorder.|Y|body dysmorphic disorder|body dysmorphic disorder
23642634|2013|eng;|A clinically useful social anxiety disorder outcome scale.|Y|social anxiety disorder|social anxiety disorder
23642469|2013|eng;|Social perception in schizophrenia: evidence of temporo-occipital and prefrontal dysfunction.|Y|schizophrenia|schizophrenia
23642462|2014|eng;|Effect of sertraline on risk of falling in older adults with psychotic depression on olanzapine: results of a randomized placebo-controlled trial.|Y|depression|depression
23640652|2014|eng;|Prospective predictors of unprotected anal intercourse among HIV-seropositive men who have sex with men initiating antiretroviral therapy.|N||
23640543|2014|eng;|Counselor-assisted problem solving (CAPS) improves behavioral outcomes in older adolescents with complicated mild to severe TBI.|N||
23640285|2013|eng;|What specific facets of executive function are associated with academic functioning in youth with attention-deficit/hyperactivity disorder?|Y|attention-deficit/hyperactivity disorder|attention-deficit/hyperactivity disorder
23639434|2014|eng;|Antecedents and consequences of drug abuse in rats selectively bred for high and low response to novelty.|N||
